Scientific.Name	countsPT	countsMT	palm	hasEctoparasite	hasEndoparasite	hostOf	isEatenBy	mutualisticWith	parasiteOf	parasitizedBy	symbiontOf	trophic.guild.x	life.span	ecoregion	photosynthetic.rate	locomotion	shade.tolerance	plant.growth.form	grass.growth.type	life.cycle.habit	Mating.System	calcareous.soil.tolerance	growth.rate	eats	motility	ectoparasite.of	ecomorphological.guild	salt.tolerance	drought.tolerance	tissue.contains	germination.requirements	fire.tolerance	developmental.mode	reproduction	Social.System	basal.metabolic.rate	nitrogen.fixation	plant.lifeform	sexual.system	parasitoid.of	pH	number.of.hosts	leaf.morphology	endoparasite.of	photosynthetic.pathway	propagule	anaerobic.soil.tolerance	trophic.level	sexually.dimorphic	litters.per.year	woodiness	has.host	dispersal.age	trophic.guild.y	Ancestry	toleranceGeneral	aquatics	dependency	advancedPhotPathway	unicellularity	HasMSH1	gsize	GCperc	NCBIcount	name	preferred.name	taxid	isEndoparasite	isEctoparasite	water	migration	thermalBiology	hostAge	waveExposed	habitat	intertidal
drosera erythrorhiza	60											carnivorous plant								perennial				eats			terrestrial plant											terrestrial plant					broad		C3 photosynthetic plant						herbaceous				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superasterids | Caryophyllales | Droseraceae | Drosera				C3 photosynthetic plant	multicellular		0.134393	37.7609	84	drosera erythrorhiza	drosera erythrorhiza	2005751									
helixanthera parasitica	60						isEatenBy		parasiteOf																		terrestrial plant											terrestrial plant							C3 photosynthetic plant						woody			parasite	Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superasterids | Santalales | Loranthaceae | Helixanthera			depend	C3 photosynthetic plant	multicellular		0.124846	36.4785	67	helixanthera parasitica	helixanthera parasitica	227895									
macrosolen cochinchinensis	60							mutualisticWith	parasiteOf		symbiontOf																terrestrial plant											terrestrial plant					broad								woody			parasite	Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superasterids | Santalales | Loranthaceae | Macrosolen			depend		multicellular		0.122986	36.2244	67	macrosolen cochinchinensis	macrosolen cochinchinensis	227899									
selaginella lepidophylla	60											photoautotroph						herbaceous									terrestrial plant		high tolerance									terrestrial plant					scale												Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Protostomia | Spiralia | Mollusca | Cephalopoda | Coleoidea | Neocoleoidea | Decapodiformes | Decapodida | Myopsida | Loliginidae | Sepioteuthis	tolerance				multicellular		0.114693	51.936	64	selaginella lepidophylla	selaginella lepidophylla	59777								river	
taxillus chinensis	60						isEatenBy	mutualisticWith	parasiteOf		symbiontOf																terrestrial plant											terrestrial plant					broad		C3 photosynthetic plant						woody			parasite	Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superasterids | Santalales | Loranthaceae | Taxillus			depend	C3 photosynthetic plant	multicellular		0.121363	37.3326	66	taxillus chinensis	taxillus chinensis	227909									
taxillus sutchuenensis	60								parasiteOf																																													parasite	Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superasterids | Santalales | Loranthaceae			depend		multicellular		0.122562	37.3313	66	taxillus sutchuenensis	taxillus sutchuenensis	227910									
trentepohlia odorata	60																																																						Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Protostomia | Ecdysozoa | Panarthropoda | Arthropoda | Pancrustacea | Hexapoda | Insecta | Pterygota | Neoptera | Endopterygota | Diptera | Tipulomorpha | Limoniidae					unicellular		0.399372	29.7547	62	trentepohlia odorata	trentepohlia odorata	2576626								terrestrial	
viscum coloratum	60								parasiteOf																		terrestrial plant											terrestrial plant													woody			parasite	Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superasterids | Santalales | Santalaceae			depend		multicellular		0.128744	36.2805	70	viscum coloratum	viscum coloratum	159976								tropical	
dendrobium chrysotoxum	61																			perennial																																			Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Monocots | Asparagales | Orchidaceae | Dendrobium					multicellular		0.153953	37.6037	63	dendrobium chrysotoxum	dendrobium chrysotoxum	161865									
dendrobium loddigesii	61																			perennial																																			Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Monocots | Asparagales | Orchidaceae | Dendrobium					multicellular		0.152493	37.3775	68	dendrobium loddigesii	dendrobium loddigesii	117954									
elytranthe albida	61																																																											multicellular		0.128658	37.5748	68	elytranthe albida	elytranthe albida	2138330									
gonium pectorale	61	7																									planktonic																												Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Chlorophyta | Chlorophyceae | Chlamydomonadales | Volvocaceae | Gonium					unicellular		0.222582	29.842	68	gonium pectorale	gonium pectorale	33097									
hafniomonas laevis	61																																																											unicellular		0.263327	37.6661	82	hafniomonas laevis	hafniomonas laevis	436124									
microrhizoidea pickettheapsiorum	61																																																											unicellular		0.09727	35.2719	66	microrhizoidea pickettheapsiorum	microrhizoidea pickettheapsiorum	2604950									
monomastix sp. oke-1	61	34																																																												0.114528	38.9651	82	monomastix sp. oke-1	monomastix sp. oke-1	141716									
taxillus vestitus	61								parasiteOf																																													parasite	Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superasterids | Santalales | Loranthaceae			depend		multicellular		0.1222	37.3486	68	taxillus vestitus	taxillus vestitus	2650741									
ulva mutabilis	61																																																						Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Chlorophyta | Ulvophyceae | Ulvales | Ulvaceae					unicellular		0.119866	26.2351	64	ulva mutabilis	ulva mutabilis	498180								coastal	
carnegiea gigantea	62						isEatenBy	mutualisticWith				photoautotroph	high life span						no				slow				succulent plant		high tolerance									succulent plant					photosynthetic stem		CAM photosynthetic plant	fruit					woody				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superasterids | Caryophyllales | Cactaceae | Carnegiea	tolerance		depend	CAM photosynthetic plant	multicellular		0.113064	36.6783	67	carnegiea gigantea	carnegiea gigantea	171969									
cuscuta exaltata	62								parasiteOf																																													parasite	Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superasterids | Asterids | Solanales | Convolvulaceae | Cuscuta			depend		multicellular		0.125373	38.1159	67	cuscuta exaltata	cuscuta exaltata	476139									
neochloris aquatica	62																																																											unicellular		0.166767	30.3142	67	neochloris aquatica	neochloris aquatica	3099									
nitzschia alba	62	32																										high tolerance																											Unknown	tolerance	aquatic			unicellular		0.066116	24.9002	64	nitzschia alba	nitzschia alba	2858									
paphiopedilum purpuratum	62																			perennial																																			Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Monocots | Asparagales | Orchidaceae | Paphiopedilum					multicellular		0.158459	35.4325	74	paphiopedilum purpuratum	paphiopedilum purpuratum	53109								terrestrial	
pedicularis hallaisanensis	62																																																						Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superasterids | Asterids | Lamiales | Orobanchaceae					multicellular		0.143469	38.6523	70	pedicularis hallaisanensis	pedicularis hallaisanensis	2109268								valley	
pleodorina starrii	62	7																																																										unicellular		0.269857	34.9452	84	pleodorina starrii	pleodorina starrii	330485									
pycnococcus provasolii	62	18																																																										unicellular		0.080211	39.5046	68	pycnococcus provasolii	pycnococcus provasolii	41880									
tolypanthus maclurei	62																																																											multicellular		0.123581	36.7824	70	tolypanthus maclurei	tolypanthus maclurei	1026954									
welwitschia mirabilis	62	29						mutualisticWith																			terrestrial plant											terrestrial plant					broad		CAM photosynthetic plant						woody				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superrosids | Rosids | Geraniales | Geraniaceae | Erodium			depend	CAM photosynthetic plant	multicellular		0.119726	36.7255	70	welwitschia mirabilis	welwitschia mirabilis	3377								tropical	
yamagishiella unicocca	62	8																																																										unicellular		0.300175	34.3513	68	yamagishiella unicocca	yamagishiella unicocca	51707									
abies religiosa	63					hostOf	isEatenBy	mutualisticWith		parasitizedBy	symbiontOf																terrestrial plant											terrestrial plant					spine leaf		C3 photosynthetic plant						woody				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Gymnosperms | Pinopsida | Pinales | Pinaceae | Abies			depend	C3 photosynthetic plant	multicellular		0.119423	38.3611	65	abies religiosa	abies religiosa	425948									
apostasia wallichii	63																			perennial							terrestrial plant											terrestrial plant					broad								herbaceous				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Monocots | Asparagales | Orchidaceae | Apostasia					multicellular		0.156126	36.0657	71	apostasia wallichii	apostasia wallichii	280454									
carpinus tientaiensis	63																										terrestrial plant											terrestrial plant													woody				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superrosids | Rosids | Fagales | Betulaceae | Carpinus					multicellular		0.160104	36.3857	71	carpinus tientaiensis	carpinus tientaiensis	176861									
carteria cerasiformis	63																																																											unicellular		0.318967	38.1102	78	carteria cerasiformis	carteria cerasiformis	69401									
cephalotus follicularis	63					hostOf						carnivorous plant												eats																											herbaceous				Unknown					multicellular	MSH1	0.142706	37.1463	71	cephalotus follicularis	cephalotus follicularis	3775									
champereia manillana	63								parasiteOf									shrub									terrestrial plant											terrestrial plant					broad		C3 photosynthetic plant						woody			parasite	Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superasterids | Santalales | Opiliaceae | Champereia			depend	C3 photosynthetic plant	multicellular		0.147461	37.4133	73	champereia manillana	champereia manillana	50117									
